year,origin_geoid,dest_geoid,flow,origin_name,dest_name
2020,16009,09015,171,Benewah County,Windham County
2020,12035,16009,214,Flagler County,Benewah County
2020,39045,16009,485,Fairfield County,Benewah County
2018,29163,16025,735,Pike County,Camas County
2018,16025,55037,84,Camas County,Florence County
2018,16025,39021,548,Camas County,Champaign County
2018,32023,16025,555,Nye County,Camas County
2019,16025,28063,392,Camas County,Jefferson County
2019,44009,16025,344,Washington County,Camas County
2019,16025,01073,602,Camas County,Jefferson County
2019,16025,01011,564,Camas County,Bullock County
2020,16025,41025,76,Camas County,Harney County
2020,16025,08001,924,Camas County,Adams County
2020,35028,16025,706,Los Alamos County,Camas County
2018,13315,16017,522,Wilcox County,Bonner County
2018,27045,16017,26,Fillmore County,Bonner County
2018,16017,15009,999,Bonner County,Maui County
2018,16025,16017,53,Camas County,Bonner County
2018,16017,36033,589,Bonner County,Franklin County
2019,16017,04005,885,Bonner County,Coconino County
2019,29021,16017,188,Buchanan County,Bonner County
2019,16017,49055,38,Bonner County,Wayne County
2019,16017,26063,718,Bonner County,Huron County
2020,16017,29095,890,Bonner County,Jackson County
2020,16017,54083,525,Bonner County,Randolph County
2018,32031,16007,530,Washoe County,Bear Lake County
2018,16007,04015,473,Bear Lake County,Mohave County
2018,16007,46035,197,Bear Lake County,Davison County
2018,16007,55001,611,Bear Lake County,Adams County
2018,16007,10005,970,Bear Lake County,Sussex County
2019,16007,09013,312,Bear Lake County,Tolland County
2019,10005,16007,508,Sussex County,Bear Lake County
2019,19129,16007,518,Mills County,Bear Lake County
2020,45071,16007,118,Newberry County,Bear Lake County
2020,16007,29163,539,Bear Lake County,Pike County
2018,17061,15007,314,Greene County,Kauai County
2018,17061,49033,223,Greene County,Rich County
2019,48235,17061,908,Irion County,Greene County
2019,26025,17061,914,Calhoun County,Greene County
2019,38035,17061,385,Grand Forks County,Greene County
2019,17061,36033,62,Greene County,Franklin County
2019,25003,17061,852,Berkshire County,Greene County
2020,17061,26045,616,Greene County,Eaton County
2020,17061,24001,295,Greene County,Allegany County
2018,37161,17135,239,Rutherford County,Montgomery County
2018,17135,39001,230,Montgomery County,Adams County
2019,22011,17135,824,Beauregard Parish,Montgomery County
2019,31079,17135,560,Hall County,Montgomery County
2019,17135,23003,729,Montgomery County,Aroostook County
2020,17135,38095,796,Montgomery County,Towner County
2020,13159,17135,243,Jasper County,Montgomery County
2020,16051,17135,200,Jefferson County,Montgomery County
2020,17135,35039,734,Montgomery County,Rio Arriba County
2018,01081,17125,167,Lee County,Mason County
2018,42019,17125,902,Butler County,Mason County
2019,06089,17125,352,Shasta County,Mason County
2019,19001,17125,454,Adair County,Mason County
2019,17125,32033,623,Mason County,White Pine County
2019,17125,54025,839,Mason County,Greenbrier County
2020,40057,17125,75,Harmon County,Mason County
2020,41061,17125,359,Union County,Mason County
2020,25005,17125,453,Bristol County,Mason County
2020,17125,12019,183,Mason County,Clay County
2020,17125,30067,602,Mason County,Park County
2018,17095,36033,962,Knox County,Franklin County
2018,17095,08031,69,Knox County,Denver County
2018,23019,17095,765,Penobscot County,Knox County
2019,20129,17095,334,Morton County,Knox County
2019,17095,11001,254,Knox County,District of Columbia
2019,17095,25017,777,Knox County,Middlesex County
2019,17095,09005,933,Knox County,Litchfield County
2020,17095,72153,890,Knox County,Yauco Municipio
2020,17095,26001,326,Knox County,Alcona County
2020,17095,37107,424,Knox County,Lenoir County
2020,72009,17095,74,Aibonito Municipio,Knox County
2018,20129,17085,960,Morton County,Jo Daviess County
2018,17085,34007,988,Jo Daviess County,Camden County
2018,30001,17085,810,Beaverhead County,Jo Daviess County
2018,17085,01025,274,Jo Daviess County,Clarke County
2019,17085,51025,717,Jo Daviess County,Brunswick County
2019,17085,46093,64,Jo Daviess County,Meade County
2019,17085,30073,521,Jo Daviess County,Pondera County
2019,35015,17085,126,Eddy County,Jo Daviess County
2019,55069,17085,579,Lincoln County,Jo Daviess County
2020,17085,18045,727,Jo Daviess County,Fountain County
2020,51163,17085,464,Rockbridge County,Jo Daviess County
2020,49017,17085,269,Garfield County,Jo Daviess County
2020,17085,47045,765,Jo Daviess County,Dyer County
2018,17081,33009,531,Jefferson County,Grafton County
2018,17081,02275,326,Jefferson County,Wrangell City and Borough
2019,17081,24019,212,Jefferson County,Dorchester County
2019,25023,17081,882,Plymouth County,Jefferson County
2019,39001,17081,277,Adams County,Jefferson County
2019,17081,20095,345,Jefferson County,Kingman County
2019,56017,17081,123,Hot Springs County,Jefferson County
2020,17081,35017,774,Jefferson County,Grant County
2020,17081,28057,712,Jefferson County,Itawamba County
2018,47081,17181,576,Hickman County,Union County
2018,17181,19125,870,Union County,Marion County
2018,17181,35028,225,Union County,Los Alamos County
2018,17181,34001,965,Union County,Atlantic County
2019,17081,17181,732,Jefferson County,Union County
2019,17181,51065,26,Union County,Fluvanna County
2020,17181,41017,269,Union County,Deschutes County
2020,49033,17181,913,Rich County,Union County
2020,17181,22033,637,Union County,East Baton Rouge Parish
2020,41063,17181,998,Wallowa County,Union County
2018,34031,17091,226,Passaic County,Kankakee County
2018,17091,04021,377,Kankakee County,Pinal County
2018,21111,17091,126,Jefferson County,Kankakee County
2018,17091,12035,428,Kankakee County,Flagler County
2019,17091,50011,133,Kankakee County,Franklin County
2019,17091,13299,66,Kankakee County,Ware County
2019,08001,17091,463,Adams County,Kankakee County
2019,31145,17091,654,Red Willow County,Kankakee County
2020,17091,29133,38,Kankakee County,Mississippi County
2020,13199,17091,429,Meriwether County,Kankakee County
2018,17021,01129,692,Christian County,Washington County
2018,42123,17021,998,Warren County,Christian County
2018,17021,44001,903,Christian County,Bristol County
2018,17021,42011,607,Christian County,Berks County
2019,17021,35049,513,Christian County,Santa Fe County
2019,17021,44009,601,Christian County,Washington County
2019,17021,45017,232,Christian County,Calhoun County
2019,28061,17021,800,Jasper County,Christian County
2019,17021,10003,698,Christian County,New Castle County
2020,08087,17021,68,Morgan County,Christian County
2020,17021,42129,266,Christian County,Westmoreland County
2020,17021,16025,978,Christian County,Camas County
2020,19001,17021,769,Adair County,Christian County
2018,17001,54025,578,Adams County,Greenbrier County
2018,17001,02070,94,Adams County,Dillingham Census Area
2018,56031,17001,437,Platte County,Adams County
2018,17001,12123,923,Adams County,Taylor County
2018,22123,17001,998,West Carroll Parish,Adams County
2019,17001,28021,674,Adams County,Claiborne County
2019,31135,17001,357,Perkins County,Adams County
2019,53049,17001,636,Pacific County,Adams County
2019,45083,17001,735,Spartanburg County,Adams County
2020,26063,17001,443,Huron County,Adams County
2020,17001,31021,875,Adams County,Burt County
2018,55001,18081,322,Adams County,Johnson County
2018,18081,19129,506,Johnson County,Mills County
2018,49055,18081,213,Wayne County,Johnson County
2018,55069,18081,911,Lincoln County,Johnson County
2019,39021,18081,800,Champaign County,Johnson County
2019,50009,18081,934,Essex County,Johnson County
2019,18081,38065,800,Johnson County,Oliver County
2019,18081,19191,322,Johnson County,Winneshiek County
2019,45017,18081,591,Calhoun County,Johnson County
2020,32029,18081,97,Storey County,Johnson County
2020,18081,01011,539,Johnson County,Bullock County
2020,42025,18081,157,Carbon County,Johnson County
2018,26037,18045,552,Clinton County,Fountain County
2018,25003,18045,990,Berkshire County,Fountain County
2018,50019,18045,341,Orleans County,Fountain County
2018,48371,18045,344,Pecos County,Fountain County
2019,33017,18045,871,Strafford County,Fountain County
2019,18045,04027,572,Fountain County,Yuma County
2020,18045,09015,173,Fountain County,Windham County
2020,18089,18045,481,Lake County,Fountain County
2020,45083,18045,222,Spartanburg County,Fountain County
2018,47001,18111,939,Anderson County,Newton County
2018,18111,18021,804,Newton County,Clay County
2018,54011,18111,34,Cabell County,Newton County
2018,18111,55021,885,Newton County,Columbia County
2019,18111,38065,664,Newton County,Oliver County
2019,18111,09009,88,Newton County,New Haven County
2020,72067,18111,545,Hormigueros Municipio,Newton County
2020,29141,18111,990,Morgan County,Newton County
2018,40021,18145,508,Cherokee County,Shelby County
2018,18145,35059,121,Shelby County,Union County
2018,01033,18145,629,Colbert County,Shelby County
2018,41063,18145,820,Wallowa County,Shelby County
2018,18145,41027,245,Shelby County,Hood River County
2019,18145,24013,746,Shelby County,Carroll County
2019,18145,42081,804,Shelby County,Lycoming County
2019,37141,18145,511,Pender County,Shelby County
2019,18145,11001,309,Shelby County,District of Columbia
2020,16069,18145,889,Nez Perce County,Shelby County
2020,28045,18145,736,Hancock County,Shelby County
2020,26063,18145,726,Huron County,Shelby County
2020,50005,18145,687,Caledonia County,Shelby County
2018,56031,18001,621,Platte County,Adams County
2018,18001,25001,907,Adams County,Barnstable County
2018,30101,18001,506,Toole County,Adams County
2018,38035,18001,701,Grand Forks County,Adams County
2019,18001,49043,731,Adams County,Summit County
2019,12035,18001,783,Flagler County,Adams County
2019,18001,46137,284,Adams County,Ziebach County
2020,41053,18001,273,Polk County,Adams County
2020,49053,18001,428,Washington County,Adams County
2020,56019,18001,246,Johnson County,Adams County
2020,33011,18001,307,Hillsborough County,Adams County
2020,18001,45053,80,Adams County,Jasper County
2018,50025,18053,342,Windham County,Grant County
2018,18053,51115,388,Grant County,Mathews County
2018,44003,18053,145,Kent County,Grant County
2018,18053,01025,627,Grant County,Clarke County
2019,15005,18053,456,Kalawao County,Grant County
2019,18053,19085,703,Grant County,Harrison County
2019,40107,18053,197,Okfuskee County,Grant County
2019,01073,18053,107,Jefferson County,Grant County
2019,34007,18053,601,Camden County,Grant County
2020,18053,19081,658,Grant County,Hancock County
2020,18053,54083,200,Grant County,Randolph County
2020,34033,18053,76,Salem County,Grant County
2018,18079,05129,115,Jennings County,Searcy County
2018,31111,18079,906,Lincoln County,Jennings County
2018,18079,04011,779,Jennings County,Greenlee County
2018,18079,36115,417,Jennings County,Washington County
2019,01073,18079,338,Jefferson County,Jennings County
2019,34031,18079,931,Passaic County,Jennings County
2019,15007,18079,464,Kauai County,Jennings County
2019,18079,16017,66,Jennings County,Bonner County
2020,33007,18079,488,Coos County,Jennings County
2020,18079,30027,138,Jennings County,Fergus County
2018,18135,40095,877,Randolph County,Marshall County
2018,18135,42081,225,Randolph County,Lycoming County
2018,18135,01123,483,Randolph County,Tallapoosa County
2018,18135,28025,469,Randolph County,Clay County
2019,45089,18135,291,Williamsburg County,Randolph County
2019,18135,20189,175,Randolph County,Stevens County
2019,13261,18135,709,Sumter County,Randolph County
2019,55057,18135,96,Juneau County,Randolph County
2020,40057,18135,422,Harmon County,Randolph County
2020,18135,26025,55,Randolph County,Calhoun County
2020,33007,18135,435,Coos County,Randolph County
2018,40071,18021,134,Kay County,Clay County
2018,13113,18021,323,Fayette County,Clay County
2019,51087,18021,816,Henrico County,Clay County
2019,29133,18021,392,Mississippi County,Clay County
2019,18021,09003,531,Clay County,Hartford County
2019,18021,35023,234,Clay County,Hidalgo County
2020,38087,18021,401,Slope County,Clay County
2020,18021,30073,95,Clay County,Pondera County
2020,18021,55009,679,Clay County,Brown County
2020,26001,18021,663,Alcona County,Clay County
2018,04025,18089,220,Yavapai County,Lake County
2018,18089,20131,889,Lake County,Nemaha County
2019,22001,18089,535,Acadia Parish,Lake County
2019,18089,38039,847,Lake County,Griggs County
2019,18089,26001,242,Lake County,Alcona County
2019,49017,18089,792,Garfield County,Lake County
2020,18089,10001,109,Lake County,Kent County
2020,18089,08031,269,Lake County,Denver County
2020,53009,18089,508,Clallam County,Lake County
2018,04003,19125,258,Cochise County,Marion County
2018,32033,19125,258,White Pine County,Marion County
2018,34035,19125,805,Somerset County,Marion County
2019,19125,51065,21,Marion County,Fluvanna County
2019,36101,19125,537,Steuben County,Marion County
2020,25023,19125,486,Plymouth County,Marion County
2020,19125,46013,715,Marion County,Brown County
2018,29133,19081,690,Mississippi County,Hancock County
2018,23017,19081,547,Oxford County,Hancock County
2019,50009,19081,683,Essex County,Hancock County
2019,02013,19081,117,Aleutians East Borough,Hancock County
2019,19081,36101,687,Hancock County,Steuben County
2020,19081,41043,221,Hancock County,Linn County
2020,56003,19081,930,Big Horn County,Hancock County
2020,19081,29021,854,Hancock County,Buchanan County
2018,19191,27009,606,Winneshiek County,Benton County
2018,19191,33013,758,Winneshiek County,Merrimack County
2018,19191,20021,124,Winneshiek County,Cherokee County
2018,28037,19191,899,Franklin County,Winneshiek County
2018,19191,23003,240,Winneshiek County,Aroostook County
2019,19191,53027,580,Winneshiek County,Grays Harbor County
2019,44001,19191,546,Bristol County,Winneshiek County
2019,19191,27021,224,Winneshiek County,Cass County
2019,42123,19191,71,Warren County,Winneshiek County
2019,19191,54087,967,Winneshiek County,Roane County
2020,19191,16075,819,Winneshiek County,Payette County
2020,53061,19191,184,Snohomish County,Winneshiek County
2018,02220,19037,520,Sitka City and Borough,Chickasaw County
2018,19037,72065,736,Chickasaw County,Hatillo Municipio
2018,19037,12083,548,Chickasaw County,Marion County
2019,19037,23011,750,Chickasaw County,Kennebec County
2019,47021,19037,142,Cheatham County,Chickasaw County
2019,19037,48019,162,Chickasaw County,Bandera County
2019,19037,51115,277,Chickasaw County,Mathews County
2020,47145,19037,719,Roane County,Chickasaw County
2020,19037,51083,664,Chickasaw County,Halifax County
2018,19195,39135,405,Worth County,Preble County
2018,13159,19195,267,Jasper County,Worth County
2019,02150,19195,936,Kodiak Island Borough,Worth County
2019,49017,19195,919,Garfield County,Worth County
2019,19195,21081,516,Worth County,Grant County
2019,06093,19195,934,Siskiyou County,Worth County
2019,23001,19195,362,Androscoggin County,Worth County
2020,19195,23003,788,Worth County,Aroostook County
2020,36097,19195,449,Schuyler County,Worth County
2018,19169,02150,428,Story County,Kodiak Island Borough
2018,19169,54087,220,Story County,Roane County
2018,25019,19169,556,Nantucket County,Story County
2018,17181,19169,632,Union County,Story County
2019,44001,19169,26,Bristol County,Story County
2019,19169,17125,353,Story County,Mason County
2019,19169,25027,90,Story County,Worcester County
2019,05139,19169,298,Union County,Story County
2019,19169,36115,637,Story County,Washington County
2020,19169,06001,297,Story County,Alameda County
2020,19169,25025,577,Story County,Suffolk County
2020,19169,26025,385,Story County,Calhoun County
2020,19169,25017,890,Story County,Middlesex County
2018,26025,19129,257,Calhoun County,Mills County
2018,30039,19129,420,Granite County,Mills County
2018,13113,19129,557,Fayette County,Mills County
2018,44007,19129,14,Providence County,Mills County
2019,26009,19129,685,Antrim County,Mills County
2019,08087,19129,812,Morgan County,Mills County
2020,37091,19129,526,Hertford County,Mills County
2020,19129,41071,415,Mills County,Yamhill County
2020,19129,04027,232,Mills County,Yuma County
2018,06051,19085,49,Mono County,Harrison County
2018,12011,19085,824,Broward County,Harrison County
2018,19085,04025,172,Harrison County,Yavapai County
2018,13159,19085,445,Jasper County,Harrison County
2019,39135,19085,555,Preble County,Harrison County
2019,19085,05025,684,Harrison County,Cleveland County
2019,18111,19085,807,Newton County,Harrison County
2019,19085,32003,869,Harrison County,Clark County
2019,20209,19085,402,Wyandotte County,Harrison County
2020,45071,19085,183,Newberry County,Harrison County
2020,19085,33015,80,Harrison County,Rockingham County
2020,19085,22117,985,Harrison County,Washington Parish
2020,19085,20209,624,Harrison County,Wyandotte County
2018,38065,19021,611,Oliver County,Buena Vista County
2018,19021,41043,449,Buena Vista County,Linn County
2019,49033,19021,115,Rich County,Buena Vista County
2019,19021,37001,575,Buena Vista County,Alamance County
2019,19021,13287,751,Buena Vista County,Turner County
2020,06025,19021,405,Imperial County,Buena Vista County
2020,19021,53067,761,Buena Vista County,Thurston County
2020,19021,54025,956,Buena Vista County,Greenbrier County
2018,32005,19001,301,Douglas County,Adair County
2018,47001,19001,863,Anderson County,Adair County
2018,40009,19001,373,Beckham County,Adair County
2018,19001,15001,843,Adair County,Hawaii County
2019,09013,19001,607,Tolland County,Adair County
2019,19001,23001,490,Adair County,Androscoggin County
2019,19001,44009,954,Adair County,Washington County
2019,19001,53013,177,Adair County,Columbia County
2020,01009,19001,230,Blount County,Adair County
2020,16017,19001,761,Bonner County,Adair County
2020,19001,02150,357,Adair County,Kodiak Island Borough
2020,19001,56017,401,Adair County,Hot Springs County
2020,19001,26025,930,Adair County,Calhoun County
2018,20061,24045,184,Geary County,Wicomico County
2018,20061,23017,397,Geary County,Oxford County
2019,20061,45025,677,Geary County,Chesterfield County
2019,20061,26037,206,Geary County,Clinton County
2019,20061,36051,652,Geary County,Livingston County
2019,56019,20061,202,Johnson County,Geary County
2019,20061,08049,310,Geary County,Grand County
2020,04009,20061,83,Graham County,Geary County
2020,20061,31089,466,Geary County,Holt County
2020,33017,20061,861,Strafford County,Geary County
2018,34031,20131,807,Passaic County,Nemaha County
2018,20131,13191,375,Nemaha County,McIntosh County
2018,16073,20131,403,Owyhee County,Nemaha County
2018,20131,04017,237,Nemaha County,Navajo County
2018,25005,20131,783,Bristol County,Nemaha County
2019,20131,33005,218,Nemaha County,Cheshire County
2019,20131,55099,863,Nemaha County,Price County
2019,20131,12019,650,Nemaha County,Clay County
2020,08023,20131,495,Costilla County,Nemaha County
2020,30027,20131,275,Fergus County,Nemaha County
2020,20131,21095,324,Nemaha County,Harlan County
2020,29163,20131,449,Pike County,Nemaha County
2020,20131,26057,500,Nemaha County,Gratiot County
2018,20129,21215,456,Morton County,Spencer County
2018,15001,20129,11,Hawaii County,Morton County
2018,33001,20129,922,Belknap County,Morton County
2018,35049,20129,88,Santa Fe County,Morton County
2018,20129,02090,126,Morton County,Fairbanks North Star Borough
2019,20129,06093,157,Morton County,Siskiyou County
2019,46137,20129,536,Ziebach County,Morton County
2020,47091,20129,656,Johnson County,Morton County
2020,20129,04005,561,Morton County,Coconino County
2018,20107,44005,599,Linn County,Newport County
2018,20107,36097,208,Linn County,Schuyler County
2018,20107,18045,517,Linn County,Fountain County
2019,21009,20107,59,Barren County,Linn County
2019,21147,20107,596,McCreary County,Linn County
2019,20107,39053,899,Linn County,Gallia County
2019,17021,20107,920,Christian County,Linn County
2019,47085,20107,568,Humphreys County,Linn County
2020,20107,12019,639,Linn County,Clay County
2020,20107,54083,99,Linn County,Randolph County
2020,15003,20107,854,Honolulu County,Linn County
2018,20091,28107,977,Johnson County,Panola County
2018,20091,39037,192,Johnson County,Darke County
2018,20021,20091,136,Cherokee County,Johnson County
2018,20091,33019,669,Johnson County,Sullivan County
2019,20091,32033,205,Johnson County,White Pine County
2019,31021,20091,914,Burt County,Johnson County
2019,44009,20091,90,Washington County,Johnson County
2019,42123,20091,498,Warren County,Johnson County
2019,27153,20091,164,Todd County,Johnson County
2020,39153,20091,615,Summit County,Johnson County
2020,01025,20091,643,Clarke County,Johnson County
2020,20091,29081,301,Johnson County,Harrison County
2020,20091,28037,55,Johnson County,Franklin County
2018,20189,04001,871,Stevens County,Apache County
2018,15005,20189,111,Kalawao County,Stevens County
2018,27135,20189,557,Roseau County,Stevens County
2018,26021,20189,389,Berrien County,Stevens County
2018,20189,35035,377,Stevens County,Otero County
2019,17095,20189,248,Knox County,Stevens County
2019,20189,72001,320,Stevens County,Adjuntas Municipio
2020,20189,41043,916,Stevens County,Linn County
2020,20189,10005,853,Stevens County,Sussex County
2020,20189,40001,266,Stevens County,Adair County
2020,20189,36025,907,Stevens County,Delaware County
2018,28037,20209,542,Franklin County,Wyandotte County
2018,20209,32033,30,Wyandotte County,White Pine County
2019,20209,21129,615,Wyandotte County,Lee County
2019,20209,02070,98,Wyandotte County,Dillingham Census Area
2019,20209,27053,112,Wyandotte County,Hennepin County
2019,20209,36113,91,Wyandotte County,Warren County
2019,20209,19001,895,Wyandotte County,Adair County
2020,51065,20209,702,Fluvanna County,Wyandotte County
2020,20209,06105,584,Wyandotte County,Trinity County
2020,35015,20209,701,Eddy County,Wyandotte County
2020,12011,20209,269,Broward County,Wyandotte County
2020,23001,20209,245,Androscoggin County,Wyandotte County
2018,20095,48235,140,Kingman County,Irion County
2018,20095,44001,398,Kingman County,Bristol County
2018,55107,20095,924,Rusk County,Kingman County
2018,31145,20095,356,Red Willow County,Kingman County
2018,20095,09007,714,Kingman County,Middlesex County
2019,28061,20095,281,Jasper County,Kingman County
2019,41025,20095,486,Harney County,Kingman County
2020,56035,20095,673,Sublette County,Kingman County
2020,20095,55021,231,Kingman County,Columbia County
2018,33017,20021,10,Strafford County,Cherokee County
2018,20021,51163,442,Cherokee County,Rockbridge County
2019,20021,44007,725,Cherokee County,Providence County
2019,20021,55021,218,Cherokee County,Columbia County
2019,20021,45079,207,Cherokee County,Richland County
2020,06089,20021,348,Shasta County,Cherokee County
2020,20021,55037,751,Cherokee County,Florence County
2020,23019,20021,696,Penobscot County,Cherokee County
2018,20001,72067,875,Allen County,Hormigueros Municipio
2018,49055,20001,202,Wayne County,Allen County
2018,20001,34031,173,Allen County,Passaic County
2018,20001,28057,653,Allen County,Itawamba County
2018,37021,20001,914,Buncombe County,Allen County
2019,20001,22073,19,Allen County,Ouachita Parish
2019,47001,20001,51,Anderson County,Allen County
2020,37001,20001,585,Alamance County,Allen County
2020,20001,21095,573,Allen County,Harlan County
2020,20001,29163,320,Allen County,Pike County
2020,28037,20001,332,Franklin County,Allen County
2020,20001,53053,16,Allen County,Pierce County
2018,51105,21089,632,Lee County,Greenup County
2018,35028,21089,145,Los Alamos County,Greenup County
2018,02150,21089,501,Kodiak Island Borough,Greenup County
2019,21089,25017,443,Greenup County,Middlesex County
2019,21081,21089,145,Grant County,Greenup County
2019,21089,28107,460,Greenup County,Panola County
2019,21089,35023,303,Greenup County,Hidalgo County
2019,38011,21089,333,Bowman County,Greenup County
2020,19129,21089,636,Mills County,Greenup County
2020,21089,17181,448,Greenup County,Union County
2020,21089,30039,933,Greenup County,Granite County
2020,24019,21089,945,Dorchester County,Greenup County
2018,21095,55021,245,Harlan County,Columbia County
2018,21095,46129,18,Harlan County,Walworth County
2018,21095,28061,534,Harlan County,Jasper County
2018,12009,21095,291,Brevard County,Harlan County
2018,41033,21095,439,Josephine County,Harlan County
2019,21095,50025,725,Harlan County,Windham County
2019,55107,21095,24,Rusk County,Harlan County
2019,32011,21095,647,Eureka County,Harlan County
2019,06105,21095,190,Trinity County,Harlan County
2020,01123,21095,51,Tallapoosa County,Harlan County
2020,28009,21095,71,Benton County,Harlan County
2020,44007,21095,821,Providence County,Harlan County
2020,26025,21095,273,Calhoun County,Harlan County
2020,42011,21095,895,Berks County,Harlan County
2018,21009,24003,345,Barren County,Anne Arundel County
2018,21009,24019,726,Barren County,Dorchester County
2019,21009,54039,112,Barren County,Kanawha County
2019,21009,42011,23,Barren County,Berks County
2019,24025,21009,440,Harford County,Barren County
2020,21009,53009,576,Barren County,Clallam County
2020,21009,72065,875,Barren County,Hatillo Municipio
2020,21009,28001,607,Barren County,Adams County
2020,17091,21009,765,Kankakee County,Barren County
2020,21009,50017,522,Barren County,Orange County
2018,21111,34001,980,Jefferson County,Atlantic County
2018,21111,32031,158,Jefferson County,Washoe County
2019,21111,16051,514,Jefferson County,Jefferson County
2019,21111,34035,669,Jefferson County,Somerset County
2019,44005,21111,639,Newport County,Jefferson County
2019,21111,09003,301,Jefferson County,Hartford County
2019,32017,21111,713,Lincoln County,Jefferson County
2020,21111,46127,910,Jefferson County,Union County
2020,21111,09011,948,Jefferson County,New London County
2020,41033,21111,945,Josephine County,Jefferson County
2018,08011,21053,243,Bent County,Clinton County
2018,21053,33005,41,Clinton County,Cheshire County
2019,21053,50027,761,Clinton County,Windsor County
2019,21053,06069,873,Clinton County,San Benito County
2019,46003,21053,662,Aurora County,Clinton County
2019,21053,49027,168,Clinton County,Millard County
2020,48381,21053,216,Randall County,Clinton County
2020,16049,21053,32,Idaho County,Clinton County
2020,21053,50017,701,Clinton County,Orange County
2020,21053,37161,42,Clinton County,Rutherford County
2018,21129,56019,631,Lee County,Johnson County
2018,21129,15009,781,Lee County,Maui County
2018,21129,37107,631,Lee County,Lenoir County
2018,17001,21129,533,Adams County,Lee County
2019,21129,42129,924,Lee County,Westmoreland County
2019,21129,37079,570,Lee County,Greene County
2019,56025,21129,85,Natrona County,Lee County
2020,20209,21129,577,Wyandotte County,Lee County
2020,40001,21129,173,Adair County,Lee County
2020,47137,21129,660,Pickett County,Lee County
2018,21147,18045,422,McCreary County,Fountain County
2018,27009,21147,390,Benton County,McCreary County
2018,21147,01025,850,McCreary County,Clarke County
2018,38035,21147,164,Grand Forks County,McCreary County
2019,21147,51790,534,McCreary County,Staunton city
2019,21147,23005,561,McCreary County,Cumberland County
2019,18001,21147,690,Adams County,McCreary County
2020,21147,49045,551,McCreary County,Tooele County
2020,21147,23019,42,McCreary County,Penobscot County
2020,21147,11001,309,McCreary County,District of Columbia
2020,21147,15009,937,McCreary County,Maui County
2020,21147,26025,990,McCreary County,Calhoun County
2018,21021,19001,900,Boyle County,Adair County
2018,36113,21021,675,Warren County,Boyle County
2018,44001,21021,319,Bristol County,Boyle County
2018,12011,21021,768,Broward County,Boyle County
2018,36011,21021,509,Cayuga County,Boyle County
2019,56035,21021,550,Sublette County,Boyle County
2019,21021,18111,160,Boyle County,Newton County
2019,21021,56017,863,Boyle County,Hot Springs County
2019,29133,21021,999,Mississippi County,Boyle County
2019,26009,21021,171,Antrim County,Boyle County
2020,56003,21021,783,Big Horn County,Boyle County
2020,18145,21021,119,Shelby County,Boyle County
2020,21021,29139,807,Boyle County,Montgomery County
2020,48019,21021,704,Bandera County,Boyle County
2018,21081,19021,820,Grant County,Buena Vista County
2018,42025,21081,558,Carbon County,Grant County
2019,21081,04025,826,Grant County,Yavapai County
2019,47053,21081,448,Gibson County,Grant County
2020,21081,22117,607,Grant County,Washington Parish
2020,51083,21081,502,Halifax County,Grant County
2018,21215,72097,502,Spencer County,Mayagüez Municipio
2018,21215,04001,942,Spencer County,Apache County
2018,21215,01073,794,Spencer County,Jefferson County
2019,55009,21215,655,Brown County,Spencer County
2019,20189,21215,122,Stevens County,Spencer County
2020,20001,21215,206,Allen County,Spencer County
2020,21215,48019,783,Spencer County,Bandera County
2020,50009,21215,29,Essex County,Spencer County
2018,06051,22105,365,Mono County,Tangipahoa Parish
2018,22105,31079,601,Tangipahoa Parish,Hall County
2018,51145,22105,280,Powhatan County,Tangipahoa Parish
2019,72067,22105,405,Hormigueros Municipio,Tangipahoa Parish
2019,39009,22105,240,Athens County,Tangipahoa Parish
2020,22105,24029,828,Tangipahoa Parish,Kent County
2020,22105,50005,720,Tangipahoa Parish,Caledonia County
2020,22105,72025,210,Tangipahoa Parish,Caguas Municipio
2020,22025,22105,437,Catahoula Parish,Tangipahoa Parish
2020,22105,05139,399,Tangipahoa Parish,Union County
2018,21215,22117,52,Spencer County,Washington Parish
2018,72001,22117,257,Adjuntas Municipio,Washington Parish
2018,21053,22117,348,Clinton County,Washington Parish
2018,22117,06089,643,Washington Parish,Shasta County
2018,53031,22117,613,Jefferson County,Washington Parish
2019,37107,22117,357,Lenoir County,Washington Parish
2019,12009,22117,182,Brevard County,Washington Parish
2020,22117,51145,828,Washington Parish,Powhatan County
2020,02070,22117,471,Dillingham Census Area,Washington Parish
2018,22001,39021,307,Acadia Parish,Champaign County
2018,22001,56011,861,Acadia Parish,Crook County
2018,22001,17001,626,Acadia Parish,Adams County
2019,22001,22123,375,Acadia Parish,West Carroll Parish
2019,50003,22001,878,Bennington County,Acadia Parish
2019,13299,22001,231,Ware County,Acadia Parish
2019,01025,22001,728,Clarke County,Acadia Parish
2019,22001,32019,192,Acadia Parish,Lyon County
2020,22001,51025,601,Acadia Parish,Brunswick County
2020,22001,26025,724,Acadia Parish,Calhoun County
2020,22001,27025,415,Acadia Parish,Chisago County
2020,45079,22001,691,Richland County,Acadia Parish
2018,29021,22089,898,Buchanan County,St. Charles Parish
2018,22089,48335,216,St. Charles Parish,Mitchell County
2018,22089,55009,137,St. Charles Parish,Brown County
2018,22089,16081,448,St. Charles Parish,Teton County
2019,21111,22089,908,Jefferson County,St. Charles Parish
2019,48235,22089,785,Irion County,St. Charles Parish
